,film,budget,original_language,popularity,production_companies,release_date,runtime,revenue,genre,production_companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,On Golden Pond,0,en,12.252186,"[{'name': 'Universal Pictures', 'id': 33}]",12/4/1981,109,,Drama,Universal Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,Purple Rain,7200000,en,9.190328,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Water', 'id': 76359}, {'name': 'Purple Films', 'id': 76360}]",7/27/1984,111,,Drama,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,Curious George,50000000,en,12.602502,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Universal Animation Studios', 'id': 5556}]",2/10/2006,86,,Adventure,Imagine Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4163,The Duel,10000000,en,5.927867,"[{'name': '26 Films', 'id': 2157}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Atomic Entertainment', 'id': 26767}, {'name': 'Lionsgate Premiere', 'id': 85885}, {'name': 'Mississippix Studios', 'id': 94187}]",6/24/2016,110,,Western,26 Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4164,Stand and Deliver,0,en,5.355761,"[{'name': 'Warner Bros.', 'id': 6194}]",3/11/1988,103,,Drama,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,Carriers,0,en,8.153954,"[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'Likely Story', 'id': 1785}, {'name': 'Ivy Boy Productions', 'id': 4482}, {'name': 'This Is That Productions', 'id': 10059}]",9/4/2009,84,,Action,Paramount Vantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,Wolf Totem,38000000,zh,6.542647,"[{'name': 'Edko Films', 'id': 10284}, {'name': 'Loull Productions', 'id': 40818}]",2/19/2015,116,,Adventure,Edko Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167,Who Killed the Electric Car?,1000000,en,8.570312,"[{'name': 'Electric Entertainment', 'id': 3241}, {'name': 'Plinyminor', 'id': 4925}, {'name': 'Papercut Films', 'id': 8746}]",8/4/2006,92,,Documentary,Electric Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4168,Fist of the North Star: Legend of Raoh - Chapter of Death in Love,0,ja,1.511957,"[{'name': 'TMS', 'id': 7164}]",3/11/2006,95,,Animation,TMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4169,Evangelion: 1.0: You Are (Not) Alone,0,ja,6.592907,"[{'name': 'Studio Khara', 'id': 4145}]",9/1/2007,97,,Animation,Studio Khara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170,A Cure for Wellness,40000000,en,13.28436,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Twentieth Century Fox', 'id': 7392}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Blind Wink Productions', 'id': 37381}]",2/15/2017,146,,Mystery,Studio Babelsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,From Paris with Love,52000000,en,6.885593,"[{'name': 'Apipoulaï', 'id': 1076}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Canal+', 'id': 5358}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'M6', 'id': 11261}, {'name': 'W9', 'id': 34774}]",2/5/2010,92,,Action,Apipoulaï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,Tim,600000,en,7.165079,,7/13/1979,109,,Romance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,Buried,1987650,en,7.389437,"[{'name': 'Studio 37', 'id': 2577}, {'name': 'Versus Entertainment', 'id': 11564}, {'name': 'The Safran Company', 'id': 11565}, {'name': 'Dark Trick Films', 'id': 11566}]",9/24/2010,94,,Drama,Studio 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,Dil To Pagal Hai,1300000,hi,2.161941,"[{'name': 'Yash Raj Films', 'id': 1569}]",10/30/1997,179,,Drama,Yash Raj Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,Something Wicked This Way Comes,19000000,en,3.985819,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Bryna Productions', 'id': 611}]",4/29/1983,95,,Fantasy,Walt Disney Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176,Bipedalism,0,en,0.252171,"[{'name': 'Hubert Bals Fund', 'id': 13413}, {'name': 'Кинокомпания CTB', 'id': 14662}, {'name': 'Никола Фильм', 'id': 93099}]",5/2/2005,90,,Drama,Hubert Bals Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,Charlie and the Chocolate Factory,150000000,en,22.038405,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'The Zanuck Company', 'id': 80}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Plan B Entertainment', 'id': 45778}, {'name': 'Theobald Film Productions', 'id': 55512}]",7/13/2005,115,,Adventure,Village Roadshow Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,One Chance,0,en,5.89288,"[{'name': 'Diamond Films', 'id': 2912}, {'name': 'Weinstein Company, The', 'id': 7289}, {'name': 'Ascot Elite Entertainment Group', 'id': 26025}]",9/9/2013,103,,Drama,Diamond Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,Flubber,80000000,en,7.016942,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Great Oaks Entertainment', 'id': 2173}]",11/26/1997,93,,Comedy,Walt Disney Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,Mutiny on the Bounty,19000000,en,5.857488,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Arcola Pictures', 'id': 14091}]",11/8/2062,178,,Adventure,Metro-Goldwyn-Mayer (MGM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4181,Wake Up Sid,3000000,hi,1.710257,,10/2/2009,138,,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,Hot Shots!,26000000,en,11.026793,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",7/31/1991,84,,Action,Twentieth Century Fox Film Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,One-Eyed Jacks,6000000,en,6.945886,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Pennebaker Productions', 'id': 10568}]",3/30/2061,141,,Western,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4184,A Prayer for the Dying,6000000,en,2.527521,"[{'name': 'The Samuel Goldwyn Company', 'id': 8888}]",9/11/1987,107,,Crime,The Samuel Goldwyn Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,Gettysburg,0,en,6.588347,"[{'name': 'TriStar Television', 'id': 8609}, {'name': 'Esparza / Katz Productions', 'id': 26560}]",10/8/1993,254,,War,TriStar Television,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4186,The Secret Life of Bees,11000000,en,6.390463,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Overbrook Entertainment', 'id': 12485}]",9/17/2008,114,,Adventure,Fox Searchlight Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4187,Fled,25000000,en,3.906949,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",7/19/1996,98,,Action,Metro-Goldwyn-Mayer (MGM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4188,Mad Foxes,0,es,1.857454,"[{'name': 'Balcázar Producciones Cinematográficas', 'id': 30391}, {'name': 'Reflection Film', 'id': 56253}]",1/1/1981,77,,Horror,Balcázar Producciones Cinematográficas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4189,Gabo: The Creation of Gabriel Garcia Marquez,0,es,0.057737,"[{'name': 'Discovery Studios', 'id': 53651}, {'name': 'JWProductions', 'id': 53652}, {'name': 'Caracol', 'id': 53653}]",4/12/2015,90,,History,Discovery Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,Bloodsport II,0,en,3.085207,"[{'name': 'FM Entertainment International N.V.', 'id': 10354}]",3/1/1996,90,,Action,FM Entertainment International N.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4191,The House of Usher,130000,en,0.11689,,9/11/2007,80,,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,Wild Wild West,170000000,en,9.887602,"[{'name': 'Todman, Simon, LeMasters Productions', 'id': 2507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Peters Entertainment', 'id': 16774}, {'name': 'Sonnenfeld Josephson Worldwide Entertainment', 'id': 57088}]",6/29/1999,106,,Action,Todman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,Trading Places,40600000,en,14.285052,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Cinema Group Ventures', 'id': 11142}]",6/7/1983,116,,Comedy,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194,Breach,0,en,6.885359,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Outlaw Productions', 'id': 889}]",2/12/2007,110,,Drama,Universal Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4195,Dance with Me,0,en,7.894516,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Mandalay Entertainment', 'id': 1236}]",8/21/1998,126,,Drama,Columbia Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196,Marathon Man,6500000,en,6.006812,"[{'name': 'Paramount Pictures', 'id': 4}]",10/5/1976,125,,Thriller,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197,Vaali,500000,en,0.509127,,5/1/1999,157,,Romance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4198,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000,en,5.378481,"[{'name': 'United Artists', 'id': 60}]",8/6/1972,88,,Comedy,United Artists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4199,Get Hard,40000000,en,8.178015,"[{'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Warner Bros.', 'id': 6194}]",3/26/2015,100,,Comedy,Gary Sanchez Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,Legend,25000000,en,11.187833,"[{'name': 'Working Title Films', 'id': 10163}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Anton Capital Entertainment (ACE)', 'id': 20664}]",9/9/2015,131,,Crime,Working Title Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,The Mermaid,60720000,en,5.296052,"[{'name': 'China Film Group', 'id': 5635}]",2/8/2016,93,,Comedy,China Film Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,The Devil's Backbone,4500000,es,11.111299,"[{'name': 'Producciones Anhelo', 'id': 1102}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Tequila Gang', 'id': 11628}, {'name': 'El Deseo S.A.', 'id': 11736}, {'name': 'Sogepaq', 'id': 11955}]",4/20/2001,106,,Fantasy,Producciones Anhelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,Fences,24000000,en,11.599716,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Bron Creative', 'id': 72933}, {'name': 'MACRO', 'id': 79426}]",12/16/2016,139,,Drama,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,The Inbetweeners Movie,0,en,5.747681,"[{'name': 'Channel 4 Television Corporation', 'id': 15276}]",8/19/2011,97,,Comedy,Channel 4 Television Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,Akira,8000000,ja,10.888917,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Toho Company', 'id': 882}, {'name': 'Mainichi Broadcasting System (MBS)', 'id': 3363}, {'name': 'Kodansha', 'id': 6999}, {'name': 'Tokyo Movie Shinsha (TMS)', 'id': 9155}, {'name': 'TMS Entertainment', 'id': 10919}, {'name': 'Akira Committee Company Ltd.', 'id': 10920}, {'name': 'Sumitomo Corporation', 'id': 10921}]",7/16/1988,124,,Science Fiction,Bandai Visual Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,Night at the Museum: Secret of the Tomb,127000000,en,19.539436,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': '1492 Pictures', 'id': 436}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'TSG Entertainment', 'id': 22213}]",12/17/2014,97,,Adventure,Twentieth Century Fox Film Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4207,Inside Out,175000000,en,23.985587,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]",6/9/2015,94,,Drama,Walt Disney Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208,Sophie's Choice,12000000,en,15.417202,"[{'name': 'Keith Barish Productions', 'id': 964}, {'name': 'Incorporated Television Company', 'id': 1155}]",12/8/1982,151,,Drama,Keith Barish Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,The Adjustment Bureau,50200000,en,9.420301,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Gambit Pictures', 'id': 6933}, {'name': 'Electric Shepherd Productions', 'id': 11834}]",3/3/2011,106,,Science Fiction,Universal Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4210,Single White Female,16000000,en,7.246119,"[{'name': 'Columbia Pictures', 'id': 5}]",8/14/1992,107,,Thriller,Columbia Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,Troy,175000000,en,15.387275,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Radiant Productions', 'id': 18990}, {'name': 'Helena Productions', 'id': 19107}, {'name': 'Latina Pictures', 'id': 19108}]",5/13/2004,163,,Adventure,Plan B Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4212,The Time That Remains,6500000,it,0.635053,"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'nazira', 'id': 6610}, {'name': 'Nazira', 'id': 6611}]",8/12/2009,109,,Drama,France 3 Cinéma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,Mallrats,6000000,en,8.25547,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Gramercy Pictures', 'id': 37}, {'name': 'Alphaville Films', 'id': 11462}, {'name': 'View Askew Productions', 'id': 16934}]",10/20/1995,94,,Romance,Universal Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,Hannah Arendt,0,de,5.329701,"[{'name': 'MACT Productions', 'id': 393}, {'name': 'Heimatfilm GbR', 'id': 1588}, {'name': ""Les Productions de l'Amour Fou"", 'id': 13025}]",9/11/2012,113,,Drama,MACT Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
